data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70;
set K := Alumina Bauxita Manganes Ferro;
param a :=
1 1
2 2
3 4
4 4
5 4
6 6
7 7
8 9
9 9
10 9
11 10
12 10
13 12
14 12
15 12
16 13
17 15
18 16
19 16
20 17;
param d :=
1 37
2 25
3 33
4 38
5 35
6 23
7 28
8 24
9 27
10 22
11 27
12 32
13 23
14 24
15 33
16 32
17 39
18 31
19 26
20 33;
param h :=
1 2
2 4
3 4
4 4
5 2
6 4
7 2
8 2
9 3
10 3
11 3
12 2
13 2
14 2
15 3
16 2
17 2
18 3
19 4
20 4;
param t :=
1 4
2 5
3 6
4 5
5 4
6 6
7 3
8 3
9 5
10 5
11 4
12 3
13 3
14 4
15 5
16 4
17 3
18 4
19 5
20 6;
param e :=
Bauxita 46
Alumina 44
Manganes 46
Ferro 41;
param ck :=
Bauxita 1
Alumina 2
Manganes 1
Ferro 2;
param q : Bauxita Alumina Manganes Ferro :=
1	0	11	0	0
2	0	0	16	0
3	15	0	0	0
4	0	40	0	0
5	0	0	1	0
6	0	0	0	49
7	0	0	0	7
8	0	15	0	0
9	6	0	0	0
10	3	0	0	0
11	0	0	0	30
12	0	0	0	24
13	0	5	0	0
14	1	0	0	0
15	3	0	0	0
16	1	0	0	0
17	0	0	2	0
18	5	0	0	0
19	0	0	14	0
20	0	36	0	0;
end;
