/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 14/09/2011 at 04:34:41
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40};
Cargas = {Bauxita Alumina Manganes Ferro};
Bercos = {1 2 3};

vazao = [7 5 6];
chegada = [1 1 3 3 5 7 7 8 8 10 11 11 12 12 14 16 17 17 18 19];
estoque = [30 31 28 22];
consumo = [2 3 3 3];
carregamento = [
[0	0	25	0]
[14	0	0	0]
[0	20	0	0]
[12	0	0	0]
[0	0	0	20]
[0	0	18	0]
[14	0	0	0]
[0	25	0	0]
[0	0	22	0]
[0	12	0	0]
[0	0	0	33]
[0	0	0	12]
[0	0	31	0]
[0	0	28	0]
[0	0	0	21]
[25	0	0	0]
[0	33	0	0]
[0	27	0	0]
[0	0	0	18]
[0	0	0	26]
];
