/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 13/09/2011 at 22:47:31
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40};
Cargas = {Alumina Bauxita Manganes Ferro};
Bercos = {1 2};

vazao = [5 4];
chegada = [1 2 4 5 7 7 9 10 11 13 13 14 16 17 18];
estoque = [50 68 56 75];
consumo = [2 3 3 4];
carregamento = [
[0	0	28	0]
[0	0	0	8]
[0	0	0	29]
[0	0	23	0]
[5	0	0	0]
[5	0	0	0]
[6	0	0	0]
[0	13	0	0]
[0	25	0	0]
[0	0	0	23]
[0	29	0	0]
[16	0	0	0]
[0	0	0	35]
[0	0	13	0]
[20	0	0	0]
];
