/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 14/09/2011 at 05:33:42
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80};
Cargas = {Alumina Bauxita Manganes Ferro};
Bercos = {1 2};

vazao = [7 5];
chegada = [1 1 3 3 5 7 7 8 8 10 11 11 12 12 14 16 17 17 18 19 19 21 23 24 26 28 28 28 30 30];
estoque = [30 39 61 21];
consumo = [2 3 4 2];
carregamento = [
[0	0	37	0]
[41	0	0	0]
[0	16	0	0]
[22	0	0	0]
[0	0	42	0]
[0	0	33	0]
[13	0	0	0]
[0	45	0	0]
[0	0	23	0]
[0	22	0	0]
[0	0	0	25]
[0	0	0	27]
[0	0	34	0]
[0	0	33	0]
[0	0	0	19]
[20	0	0	0]
[0	39	0	0]
[0	20	0	0]
[0	0	0	21]
[0	0	0	24]
[15	0	0	0]
[0	24	0	0]
[0	18	0	0]
[0	0	33	0]
[15	0	0	0]
[0	23	0	0]
[28	0	0	0]
[0	0	0	25]
[0	17	0	0]
[0	0	46	0]
];
