/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 02/09/2011 at 04:32:41
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40};
Cargas = {Bauxita Alumina Manganes Ferro};
Bercos = {1 2 3 4};

vazao = [7 5 4 8];
chegada = [1 1 2 3 5 6 6 8 9 9 11 11 13 13 14 15 16 16 18 18];
estoque = [10 16 13 22];
consumo = [2 3 3 4];
carregamento = [
[18	0	0	0]
[0	0	25	0]
[0	20	0	0]
[22	0	0	0]
[0	0	0	27]
[0	0	29	0]
[0	25	0	0]
[0	0	22	0]
[9	0	17	0]
[17	0	0	0]
[0	0	0	18]
[0	0	33	0]
[0	0	0	25]
[0	0	28	0]
[0	0	0	21]
[25	0	0	0]
[0	33	0	0]
[0	0	0	32]
[0	27	0	0]
[0	0	0	37]
];
