/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 14/09/2011 at 02:17:33
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30};
Cargas = {Bauxita Alumina Manganes Ferro};
Bercos = {1 2 3 4};

vazao = [5 4 3 4];
chegada = [1 1 3 5 5 6 7 9 9 10 12 12 14 15 16];
estoque = [18 17 12 23];
consumo = [3 3 2 3];
carregamento = [
[12	0	0	0]
[0	35	0	0]
[0	0	0	7]
[0	0	10	0]
[0	12	0	0]
[0	0	0	8]
[0	11	0	0]
[17	0	0	0]
[0	0	0	27]
[0	0	18	0]
[20	0	0	0]
[0	0	0	27]
[0	0	21	0]
[25	0	0	0]
[0	28	0	0]
];
