/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 03/10/2011 at 16:12:46
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55};
Cargas = {Bauxita Alumina Manganes Ferro};
Bercos = {1 2};

vazao = [7 5];
chegada = [1 1 3 3 5 7 7 8 8 10 11 11 12 12 14 16 17 17 18 19];
estoque = [42 48 38 50];
consumo = [2 3 3 4];
carregamento = [
[0	0	30	0]
[26	0	0	0]
[0	26	0	0]
[12	0	0	0]
[0	0	0	12]
[0	0	23	0]
[0	0	0	38]
[0	25	0	0]
[0	0	27	0]
[0	12	0	0]
[0	0	0	33]
[0	0	0	37]
[0	0	34	0]
[0	0	33	0]
[0	0	0	31]
[29	0	0	0]
[0	39	0	0]
[0	29	0	0]
[14	0	0	0]
[0	0	0	26]
];
