/*********************************************
 * OPL 12.2 Data
 * Author: usuario
 * Creation Date: 06/10/2011 at 09:14:11
 *********************************************/

Navios = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30};
Mares = {1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50};
Cargas = {Alumina Bauxita Manganes Ferro};
Bercos = {1 2 3 4};

vazao = [5 7 6 4];
chegada = [1 1 3 5 5 6 6 8 9 9 10 10 12 14 15 15 16 17 17 19 21 22 24 26 26 26 28 28 29 29];
estoque = [16 36 24 23];
consumo = [2 3 3 3];
carregamento = [
[10	0	0	0]
[0	0	30	0]
[0	0	28	0]
[14	0	0	0]
[0	30	0	0]
[0	0	0	36]
[0	31	0	0]
[0	0	0	28]
[0	0	0	33]
[0	0	31	0]
[28	0	0	0]
[0	0	15	0]
[18	0	0	0]
[0	0	11	0]
[0	20	0	0]
[0	0	0	31]
[0	0	23	0]
[0	0	0	29]
[16	0	0	0]
[0	34	0	0]
[0	0	28	0]
[12	0	0	0]
[0	22	0	0]
[19	0	0	0]
[0	0	0	19]
[0	21	0	0]
[0	0	24	0]
[0	19	0	0]
[0	0	0	14]
[11	0	0	0]
];
