1	0	1	2	3	4	5	-1
2	0	1	2	3	4	5	-1
3	0	1	2	3	4	5	-1
4	0	1	2	3	4	5	-1
5	0	1	2	3	4	5	-1
6	0	1	2	3	4	5	-1
7	0	1	2	3	4	5	-1
8	0	1	2	3	4	5	-1
9	0	1	2	3	4	5	-1
10	0	1	2	3	4	5	-1
11	0	1	2	3	4	5	-1
12	0	1	2	3	4	5	-1
13	0	1	2	3	4	5	-1
14	0	1	2	3	4	5	-1
15	0	1	2	3	4	5	-1
16	0	1	2	3	4	5	-1
17	0	1	2	3	4	5	-1
18	0	1	2	3	4	5	-1
19	0	1	2	3	4	5	-1
20	0	1	2	3	4	5	-1
21	0	1	2	3	4	5	-1
22	0	1	2	3	4	5	-1
23	0	1	2	3	4	5	-1
24	0	1	2	3	4	5	-1
25	0	1	2	3	4	5	-1
26	0	1	2	3	4	5	-1
27	0	1	2	3	4	5	-1
28	0	1	2	3	4	5	-1
29	0	1	2	3	4	5	-1
30	0	1	2	3	4	5	-1
31	0	1	2	3	4	5	-1
32	0	1	2	3	4	5	-1
33	0	1	2	3	4	5	-1
34	0	1	2	3	4	5	-1
35	0	1	2	3	4	5	-1
36	0	1	2	3	4	5	-1
37	0	1	2	3	4	5	-1
38	0	1	2	3	4	5	-1
39	0	1	2	3	4	5	-1
40	0	1	2	3	4	5	-1
