data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40;
set K := Bauxita Alumina Manganes Ferro;
set L := 1 2 3 4;
param Mares := 45;
param v :=
1 7
2 5
3 4
4 8;
param d :=
1 500
2 1000
3 500
4 1000
5 500
6 1000
7 500
8 1000
9 500
10 1000
11 500
12 1000
13 500
14 1000
15 500
16 1000
17 500
18 1000
19 500
20 1000;
param a :=
1 1
2 1
3 2
4 3
5 5
6 6
7 6
8 8
9 9
10 9
11 11
12 11
13 13
14 13
15 14
16 15
17 16
18 16
19 18
20 18;
param e :=
Bauxita 10
Alumina 16
Manganes 13
Ferro 22;
param ck :=
Bauxita 2
Alumina 3
Manganes 3
Ferro 4;
param q : Bauxita Alumina Manganes Ferro :=
1	18	0	0	0
2	0	0	25	0
3	0	20	0	0
4	22	0	0	0
5	0	0	0	27
6	0	0	29	0
7	0	25	0	0
8	0	0	22	0
9	0	17	0	0
10	17	0	0	0
11	0	0	0	18
12	0	0	33	0
13	0	0	0	25
14	0	0	28	0
15	0	0	0	21
16	25	0	0	0
17	0	33	0	0
18	0	0	0	32
19	0	27	0	0
20	0	0	0	37;
end;
