data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40;
set K := Alumina Bauxita Manganes Ferro;
set L := 1 2;
param Mares := 40;
param v :=
1 5
2 4;
param d :=
1 500
2 1000
3 500
4 1000
5 500
6 1000
7 500
8 1000
9 500
10 1000
11 500
12 1000
13 500
14 1000
15 500;
param a :=
1 1
2 2
3 4
4 5
5 7
6 7
7 9
8 10
9 11
10 13
11 13
12 14
13 16
14 17
15 18;
param e :=
Bauxita 50
Alumina 68
Manganes 56
Ferro 75;
param ck :=
Bauxita 2
Alumina 3
Manganes 3
Ferro 4;
param q : Bauxita Alumina Manganes Ferro :=
1	0	0	28	0
2	0	0	0	8
3	0	0	0	29
4	0	0	23	0
5	5	0	0	0
6	5	0	0	0
7	6	0	0	0
8	0	13	0	0
9	0	25	0	0
10	0	0	0	23
11	0	29	0	0
12	16	0	0	0
13	0	0	0	35
14	0	0	13	0
15	20	0	0	0;
end;
