data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;
set K := Alumina Bauxita Manganes Ferro;
set L := 1 2;
param Mares := 30;
param v :=
1 5
2 4;
param d :=
1 500
2 1000
3 500
4 1000
5 500
6 1000
7 500
8 1000
9 500
10 1000
11 500
12 1000
13 500
14 1000
15 500;
param a :=
1 1
2 1
3 3
4 5
5 5
6 6
7 7
8 7
9 9
10 9
11 10
12 10
13 12
14 14
15 15;
param e :=
Bauxita 20
Alumina 34
Manganes 41
Ferro 45;
param ck :=
Bauxita 2
Alumina 3
Manganes 3
Ferro 4;
param q : Bauxita Alumina Manganes Ferro :=
1	0	0	9	0
2	0	0	0	26
3	0	0	0	6
4	0	0	18	0
5	5	0	0	0
6	7	0	0	0
7	4	0	0	0
8	0	13	0	0
9	0	22	0	0
10	0	0	0	13
11	0	21	0	0
12	15	0	0	0
13	0	0	0	30
14	0	0	22	0
15	10	0	0	0;
end;
