data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250;
set K := Bauxita, AluminaCalcinada, CarvaoMineralROM, CarvaoMineralSIZED, CoqueBP, CoquePetroleoCalcinado, PicheSolidoTipoLapis, SodaCausticaEstoque;
set L := 1 2 3;
param Mares := 250;
param v :=
1 11
2 9
3 13;
param d :=
1 500
2 1000
3 500
4 1000
5 500
6 1000
7 500
8 1000
9 500
10 1000
11 500
12 1000
13 500
14 1000
15 500
16 1000
17 500
18 1000
19 500
20 1000
21 500
22 1000
23 500
24 1000
25 500
26 1000
27 500
28 1000
29 500
30 1000
31 500
32 1000
33 500
34 1000
35 500
36 1000
37 500
38 1000
39 500
40 1000
41 500
42 1000
43 500
44 1000
45 500
46 1000
47 500
48 1000
49 500
50 1000;
param a :=
1 3
2 4
3 6
4 8
5 13
6 27
7 27
8 28
9 46
10 55
11 60
12 61
13 69
14 75
15 76
16 76
17 78
18 81
19 86
20 87
21 88
22 89
23 90
24 112
25 112
26 122
27 129
28 136
29 139
30 139
31 141
32 144
33 149
34 153
35 159
36 177
37 179
38 179
39 180
40 184
41 189
42 191
43 197
44 200
45 209
46 213
47 215
48 227
49 236
50 237;
param e :=
Bauxita 144.29
AluminaCalcinada 89.85
CarvaoMineralROM 55.93
CarvaoMineralSIZED 12.14
CoqueBP 9.08
CoquePetroleoCalcinado 14.32
PicheSolidoTipoLapis 7.44
SodaCausticaEstoque 37.49;
param ck :=
Bauxita 5.22
AluminaCalcinada 0.90
CarvaoMineralROM 0.18
CarvaoMineralSIZED 0.09
CoqueBP 0.05
CoquePetroleoCalcinado 0.08
PicheSolidoTipoLapis 0.05
SodaCausticaEstoque 0.17;
param q : Bauxita AluminaCalcinada CarvaoMineralROM CarvaoMineralSIZED CoqueBP CoquePetroleoCalcinado PicheSolidoTipoLapis SodaCausticaEstoque :=
1	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	33.6	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	13.2	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	29.3	0.0	0.0	0.0	0.0	0.0	0.0
5	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	26	0.0	0.0	0.0	0.0	0.0	0.0
9	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	5	0.0
12	43	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	42.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	12.6	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	12.6	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	22.3	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.9
18	42.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.0	27.9	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0
21	42.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	42.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	42.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.0	29.8	0.0	0.0	0.0	0.0	0.0	0.0
25	46.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	43	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2
32	0.0	0.0	0.0	0.0	0.0	13.5	0.0	0.0
33	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	30	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0
38	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	12	0.0	0.0	0.0
40	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	41.7	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	26.5	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	5	0.0
45	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.1
48	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0;
end;
