data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;
set K := Bauxita Alumina Manganes Ferro;
set L := 1 2 3 4;
param Mares := 30;
param v :=
1 5
2 4
3 3
4 4;
param d :=
1 500
2 1000
3 500
4 1000
5 500
6 1000
7 500
8 1000
9 500
10 1000
11 500
12 1000
13 500
14 1000
15 500;
param a :=
1 1
2 1
3 3
4 5
5 5
6 6
7 7
8 9
9 9
10 10
11 12
12 12
13 14
14 15
15 16;
param e :=
Bauxita 18
Alumina 17
Manganes 12
Ferro 23;
param ck :=
Bauxita 3
Alumina 3
Manganes 2
Ferro 3;
param q : Bauxita Alumina Manganes Ferro :=
1	12	0	0	0
2	0	35	0	0
3	0	0	0	7
4	0	0	10	0
5	0	12	0	0
6	0	0	0	8
7	0	11	0	0
8	17	0	0	0
9	0	0	0	27
10	0	0	18	0
11	20	0	0	0
12	0	0	0	27
13	0	0	21	0
14	25	0	0	0
15	0	28	0	0;
end;
