data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35;
set K := Bauxita Alumina Manganes Ferro;
set L := 1 2 3;
param Mares := 35;
param v :=
1 5
2 4
3 6;
param d :=
1 500
2 1000
3 500
4 1000
5 500
6 1000
7 500
8 1000
9 500
10 1000
11 500
12 1000
13 500
14 1000
15 500;
param a :=
1 1
2 3
3 3
4 5
5 7
6 7
7 8
8 8
9 10
10 11
11 11
12 12
13 13
14 14
15 16;
param e :=
Bauxita 35
Alumina 31
Manganes 25
Ferro 30;
param ck :=
Bauxita 4
Alumina 3
Manganes 2
Ferro 3;
param q : Bauxita Alumina Manganes Ferro :=
1	24	0	0	0
2	0	0	7	0
3	40	0	0	0
4	0	11	0	0
5	0	0	0	9
6	0	18	0	0
7	0	13	0	0
8	0	0	0	18
9	0	32	0	0
10	14	0	0	0
11	0	0	0	21
12	0	0	11	0
13	28	0	0	0
14	0	0	0	27
15	0	0	27	0;
end;
